strategy_key,strategy_name,benchmark_key,window_index,rebalance_id,next_rebalance_id,window_start_date,window_end_date,window_day_count,strategy_start_nav,strategy_end_nav,benchmark_start_nav,benchmark_end_nav,strategy_window_return,benchmark_window_return,excess_window_return,relative_excess_nav_start,relative_excess_nav_end,contribution_delta_relative_excess_nav,cash_weight_start,cash_weight_end,gross_exposure_start,gross_exposure_end,metadata_text,rank_group,rank_within_group
n4,N4 Industry Weight-Change Tilt,VT,11,n4::2026-03-02,,2026-03-02,2026-05-29,3,2.602102746488,3.219459550909,2.324840722919,2.507418943940,0.237253046696,0.078533647153,0.158719399543,0.277262023569,0.712040606969,0.434778583400,-0.000000000000,-0.000000000000,1.000000000000,1.000000000000,as_of_date=2025-12-31; included_count=5; included_signal_ids=2025-12-31::Basic Materials|2025-12-31::Financials|2025-12-31::Health Care|2025-12-31::Technology|2025-12-31::Telecommunications,top,1
n4,N4 Industry Weight-Change Tilt,VT,4,n4::2021-02-26,n4::2022-03-04,2021-02-26,2022-03-04,13,1.636400634006,1.892866742860,1.355366344342,1.412538017638,0.156725745227,0.042181712372,0.114544032854,0.281034289664,0.480328725222,0.199294435558,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2020-12-31; included_count=5; included_signal_ids=2020-12-31::Consumer Goods|2020-12-31::Consumer Services|2020-12-31::Health Care|2020-12-31::Industrials|2020-12-31::Technology,top,2
n4,N4 Industry Weight-Change Tilt,VT,3,n4::2020-02-26,n4::2021-02-26,2020-02-26,2021-02-26,13,1.170709551074,1.636400634006,1.079877832942,1.355366344342,0.397785328141,0.255110812535,0.142674515607,0.090831718132,0.281034289664,0.190202571532,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2019-12-31; included_count=3; included_signal_ids=2019-12-31::Industrials|2019-12-31::Technology|2019-12-31::Utilities,top,3
n4,N4 Industry Weight-Change Tilt,VT,2,n4::2019-02-28,n4::2020-02-26,2019-02-28,2020-02-26,12,1.000000000000,1.170709551074,0.993851939417,1.079877832942,0.170709551074,0.086558057708,0.084151493366,0.006148060583,0.090831718132,0.084683657549,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2018-12-31; included_count=6; included_signal_ids=2018-12-31::Consumer Services|2018-12-31::Health Care|2018-12-31::Oil & Gas|2018-12-31::Technology|2018-12-31::Telecommunications|2018-12-31::Utilities,top,4
n4,N4 Industry Weight-Change Tilt,VT,9,n4::2025-02-26,n4::2025-08-13,2025-02-26,2025-08-13,7,2.235756323169,2.507635483804,1.882989325455,2.091299988890,0.121605005795,0.110627639052,0.010977366743,0.352766997714,0.416335494914,0.063568497200,0.000000000000,-0.000000000000,1.000000000000,1.000000000000,as_of_date=2024-12-31; included_count=4; included_signal_ids=2024-12-31::Consumer Discretionary|2024-12-31::Financials|2024-12-31::Industrials|2024-12-31::Technology,top,5
n4,N4 Industry Weight-Change Tilt,VT,10,n4::2025-08-13,n4::2026-03-02,2025-08-13,2026-03-02,8,2.507635483804,2.602102746488,2.091299988890,2.324840722919,0.037671847960,0.111672517224,-0.074000669264,0.416335494914,0.277262023569,-0.139073471345,-0.000000000000,-0.000000000000,1.000000000000,1.000000000000,as_of_date=2025-06-30; included_count=5; included_signal_ids=2025-06-30::Financials|2025-06-30::Industrials|2025-06-30::Technology|2025-06-30::Telecommunications|2025-06-30::Utilities,bottom,1
n4,N4 Industry Weight-Change Tilt,VT,5,n4::2022-03-04,n4::2023-03-08,2022-03-04,2023-03-08,13,1.892866742860,1.738603076849,1.412538017638,1.346576106112,-0.081497372487,-0.046697441557,-0.034799930930,0.480328725222,0.392026970737,-0.088301754485,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2021-12-31; included_count=6; included_signal_ids=2021-12-31::Consumer Discretionary|2021-12-31::Consumer Staples|2021-12-31::Energy|2021-12-31::Real Estate|2021-12-31::Technology|2021-12-31::Telecommunications,bottom,2
n4,N4 Industry Weight-Change Tilt,VT,6,n4::2023-03-08,n4::2024-02-28,2023-03-08,2024-02-28,12,1.738603076849,1.972231782864,1.346576106112,1.628592707788,0.134377253282,0.209432352465,-0.075055099183,0.392026970737,0.343639075076,-0.048387895661,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2022-12-31; included_count=6; included_signal_ids=2022-12-31::Basic Materials|2022-12-31::Consumer Staples|2022-12-31::Energy|2022-12-31::Financials|2022-12-31::Health Care|2022-12-31::Utilities,bottom,3
n4,N4 Industry Weight-Change Tilt,VT,8,n4::2024-08-15,n4::2025-02-26,2024-08-15,2025-02-26,7,2.124675215436,2.235756323169,1.760792169317,1.882989325455,0.052281453149,0.069398966140,-0.017117512991,0.363883046119,0.352766997714,-0.011116048405,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2024-06-30; included_count=1; included_signal_ids=2024-06-30::Technology,bottom,4
n4,N4 Industry Weight-Change Tilt,VT,1,n4::2018-02-28,n4::2019-02-28,2018-02-28,2019-02-28,12,1.000000000000,1.000000000000,1.000000000000,0.993851939417,0.000000000000,-0.006148060583,0.006148060583,0.000000000000,0.006148060583,0.006148060583,1.000000000000,0.000000000000,0.000000000000,1.000000000000,as_of_date=2017-12-31; included_count=0,bottom,5
n6,N6 Top-3 Industry Leaders,VT,6,n6::2023-03-08,n6::2024-02-28,2023-03-08,2024-02-28,12,1.556600734577,2.057149496106,1.346576106112,1.628592707788,0.321565286724,0.209432352465,0.112132934259,0.210024628465,0.428556788318,0.218532159853,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2022-12-31; included_count=3; included_signal_ids=2022-12-31::sector::XLK::top3_leader|2022-12-31::sector::XLF::top3_leader|2022-12-31::sector::XLY::top3_leader,top,1
n6,N6 Top-3 Industry Leaders,VT,11,n6::2026-03-02,,2026-03-02,2026-05-29,3,2.756240785437,3.151802670272,2.324840722919,2.507418943940,0.143514995832,0.078533647153,0.064981348679,0.431400062518,0.644383726332,0.212983663814,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2025-12-31; included_count=3; included_signal_ids=2025-12-31::sector::XLK::top3_leader|2025-12-31::sector::XLF::top3_leader|2025-12-31::sector::XLY::top3_leader,top,2
n6,N6 Top-3 Industry Leaders,VT,8,n6::2024-08-15,n6::2025-02-26,2024-08-15,2025-02-26,7,2.179239057052,2.484992119627,1.760792169317,1.882989325455,0.140302671974,0.069398966140,0.070903705834,0.418446887735,0.602002794172,0.183555906437,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2024-06-30; included_count=3; included_signal_ids=2024-06-30::sector::XLK::top3_leader|2024-06-30::sector::XLF::top3_leader|2024-06-30::sector::XLY::top3_leader,top,3
n6,N6 Top-3 Industry Leaders,VT,4,n6::2021-02-26,n6::2022-03-04,2021-02-26,2022-03-04,13,1.467071439639,1.691268891755,1.355366344342,1.412538017638,0.152819723742,0.042181712372,0.110638011370,0.111705095297,0.278730874117,0.167025778820,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2020-12-31; included_count=3; included_signal_ids=2020-12-31::sector::XLF::top3_leader|2020-12-31::sector::XLK::top3_leader|2020-12-31::sector::XLI::top3_leader,top,4
n6,N6 Top-3 Industry Leaders,VT,2,n6::2019-02-28,n6::2020-02-26,2019-02-28,2020-02-26,12,0.999431590797,1.157609619782,0.993851939417,1.079877832942,0.158267989967,0.086558057708,0.071709932259,0.005579651380,0.077731786840,0.072152135460,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2018-12-31; included_count=3; included_signal_ids=2018-12-31::sector::XLF::top3_leader|2018-12-31::sector::XLI::top3_leader|2018-12-31::sector::XLK::top3_leader,top,5
n6,N6 Top-3 Industry Leaders,VT,10,n6::2025-08-13,n6::2026-03-02,2025-08-13,2026-03-02,8,2.726124461728,2.756240785437,2.091299988890,2.324840722919,0.011047303280,0.111672517224,-0.100625213943,0.634824472838,0.431400062518,-0.203424410320,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2025-06-30; included_count=3; included_signal_ids=2025-06-30::sector::XLK::top3_leader|2025-06-30::sector::XLF::top3_leader|2025-06-30::sector::XLY::top3_leader,bottom,1
n6,N6 Top-3 Industry Leaders,VT,5,n6::2022-03-04,n6::2023-03-08,2022-03-04,2023-03-08,13,1.691268891755,1.556600734577,1.412538017638,1.346576106112,-0.079625515395,-0.046697441557,-0.032928073838,0.278730874117,0.210024628465,-0.068706245652,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2021-12-31; included_count=3; included_signal_ids=2021-12-31::sector::XLK::top3_leader|2021-12-31::sector::XLY::top3_leader|2021-12-31::sector::XLF::top3_leader,bottom,2
n6,N6 Top-3 Industry Leaders,VT,7,n6::2024-02-28,n6::2024-08-15,2024-02-28,2024-08-15,7,2.057149496106,2.179239057052,1.628592707788,1.760792169317,0.059348900591,0.081174047321,-0.021825146730,0.428556788318,0.418446887735,-0.010109900583,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2023-12-31; included_count=3; included_signal_ids=2023-12-31::sector::XLK::top3_leader|2023-12-31::sector::XLF::top3_leader|2023-12-31::sector::XLY::top3_leader,bottom,3
n6,N6 Top-3 Industry Leaders,VT,1,n6::2018-02-28,n6::2019-02-28,2018-02-28,2019-02-28,12,1.000000000000,0.999431590797,1.000000000000,0.993851939417,-0.000568409203,-0.006148060583,0.005579651380,0.000000000000,0.005579651380,0.005579651380,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2017-12-31; included_count=3; included_signal_ids=2017-12-31::sector::XLF::top3_leader|2017-12-31::sector::XLI::top3_leader|2017-12-31::sector::XLP::top3_leader,bottom,4
n6,N6 Top-3 Industry Leaders,VT,9,n6::2025-02-26,n6::2025-08-13,2025-02-26,2025-08-13,7,2.484992119627,2.726124461728,1.882989325455,2.091299988890,0.097035455443,0.110627639052,-0.013592183609,0.602002794172,0.634824472838,0.032821678666,0.000000000000,0.000000000000,1.000000000000,1.000000000000,as_of_date=2024-12-31; included_count=3; included_signal_ids=2024-12-31::sector::XLK::top3_leader|2024-12-31::sector::XLF::top3_leader|2024-12-31::sector::XLY::top3_leader,bottom,5
s1,S1 Exposure Regime Overlay,VT,36,S1ERO-R036,S1ERO-R037,2026-03-02,2026-05-18,54,2.262496408778,2.546536873783,2.383828985856,2.499333093877,0.125542946235,0.048453185487,0.077089760748,-0.121332577078,0.047203779906,0.168536356984,0.500000000000,0.250000000000,0.500000000000,0.750000000000,signal_count=1; rationale_text=exposure_state=contracting; selected=Technology,top,1
s1,S1 Exposure Regime Overlay,VT,7,S1ERO-R007,S1ERO-R008,2020-02-26,2020-05-18,57,1.183798428630,1.222647146297,1.107277610019,1.018301666607,0.032817003915,-0.080355587982,0.113172591897,0.076520818611,0.204345479690,0.127824661079,0.250000000000,0.000000000000,0.750000000000,1.000000000000,signal_count=1; rationale_text=exposure_state=stable; selected=Technology,top,2
s1,S1 Exposure Regime Overlay,VT,12,S1ERO-R012,S1ERO-R013,2021-05-18,2021-08-17,63,1.610449153461,1.795596032852,1.482552880542,1.545124447138,0.114965988832,0.042205284828,0.072760704004,0.127896272919,0.250471585714,0.122575312795,0.000000000000,0.250000000000,1.000000000000,0.750000000000,"signal_count=2; rationale_text=exposure_state=expanding; selected=Consumer Discretionary,Technology",top,3
s1,S1 Exposure Regime Overlay,VT,17,S1ERO-R017,S1ERO-R018,2022-12-23,2023-02-15,35,1.560966413571,1.790898757256,1.317107775379,1.424997329286,0.147301275470,0.081913990581,0.065387284889,0.243858638192,0.365901427970,0.122042789778,0.000000000000,0.250000000000,1.000000000000,0.750000000000,"signal_count=5; rationale_text=exposure_state=expanding; selected=Communication Services,Consumer Discretionary,Energy,Real Estate,Technology",top,4
s1,S1 Exposure Regime Overlay,VT,8,S1ERO-R008,S1ERO-R009,2020-05-18,2020-08-17,63,1.222647146297,1.471735524881,1.018301666607,1.188555881172,0.203728753090,0.167194280583,0.036534472507,0.204345479690,0.283179643709,0.078834164019,0.000000000000,0.500000000000,1.000000000000,0.500000000000,signal_count=1; rationale_text=exposure_state=expanding; selected=Technology,top,5
s1,S1 Exposure Regime Overlay,VT,34,S1ERO-R034,S1ERO-R035,2025-11-17,2026-02-18,62,2.261509671941,2.290589837275,2.216341159352,2.384802312700,0.012858740201,0.076008674313,-0.063149934112,0.045168512589,-0.094212475425,-0.139380988014,0.500000000000,0.500000000000,0.500000000000,0.500000000000,signal_count=1; rationale_text=exposure_state=contracting; selected=Financials,bottom,1
s1,S1 Exposure Regime Overlay,VT,33,S1ERO-R033,S1ERO-R034,2025-08-15,2025-11-17,65,2.279787633049,2.261509671941,2.139230291310,2.216341159352,-0.008017396376,0.036046080852,-0.044063477229,0.140557341739,0.045168512589,-0.095388829150,0.500000000000,0.500000000000,0.500000000000,0.500000000000,signal_count=1; rationale_text=exposure_state=contracting; selected=Financials,bottom,2
s1,S1 Exposure Regime Overlay,VT,26,S1ERO-R026,S1ERO-R027,2024-08-15,2024-10-01,32,1.986591146462,1.986676059005,1.805468809070,1.878461298063,0.000042742838,0.040428551646,-0.040385808808,0.181122337392,0.108214760942,-0.072907576450,0.500000000000,0.500000000000,0.500000000000,0.500000000000,signal_count=1; rationale_text=exposure_state=contracting; selected=Technology,bottom,3
s1,S1 Exposure Regime Overlay,VT,24,S1ERO-R024,S1ERO-R025,2024-02-28,2024-05-16,55,1.926052038974,1.947775656411,1.669915046095,1.756378908693,0.011278832034,0.051777401970,-0.040498569936,0.256136992879,0.191396747718,-0.064740245161,0.250000000000,0.500000000000,0.750000000000,0.500000000000,"signal_count=2; rationale_text=exposure_state=stable; selected=Consumer Discretionary,Technology",bottom,4
s1,S1 Exposure Regime Overlay,VT,11,S1ERO-R011,S1ERO-R012,2021-02-26,2021-05-18,56,1.580449236986,1.610449153461,1.389756100813,1.482552880542,0.018981891840,0.066771989470,-0.047790097630,0.190693136173,0.127896272919,-0.062796863254,0.500000000000,0.000000000000,0.500000000000,1.000000000000,"signal_count=2; rationale_text=exposure_state=contracting; selected=Consumer Discretionary,Technology",bottom,5
